route,date,actual_qty,actual_volume
Birmingham-Berlin,2026-04-04,2480,3720.0
Birmingham-Berlin,2026-04-05,142,213.0
Birmingham-Berlin,2026-04-06,2547,3820.5
Birmingham-Berlin,2026-04-07,3260,4890.0
Zaragoza-Nantes,2026-04-01,2940,4410.0
Zaragoza-Nantes,2026-04-02,2737,4105.5
Zaragoza-Nantes,2026-04-03,1514,2271.0
Zaragoza-Nantes,2026-04-04,2948,4422.0
Zaragoza-Nantes,2026-04-05,1406,2109.0
Zaragoza-Nantes,2026-04-06,1370,2055.0
Zaragoza-Nantes,2026-04-07,1942,2913.0
Marseille-Madrid,2026-04-01,1640,2460.0
Marseille-Madrid,2026-04-02,2498,3747.0
Marseille-Madrid,2026-04-03,1094,1641.0
Marseille-Madrid,2026-04-04,1134,1701.0
Marseille-Madrid,2026-04-05,2655,3982.5
Marseille-Madrid,2026-04-06,2995,4492.5
Marseille-Madrid,2026-04-07,3202,4803.0
Berlin-The Hague,2026-04-01,2210,3315.0
Berlin-The Hague,2026-04-02,1622,2433.0
Berlin-The Hague,2026-04-03,831,1246.5
Berlin-The Hague,2026-04-04,1270,1905.0
Berlin-The Hague,2026-04-05,783,1174.5
Berlin-The Hague,2026-04-06,919,1378.5
Berlin-The Hague,2026-04-07,760,1140.0
Hamburg-Krakow,2026-04-01,3044,4566.0
Hamburg-Krakow,2026-04-02,377,565.5
Hamburg-Krakow,2026-04-03,2768,4152.0
Hamburg-Krakow,2026-04-04,1073,1609.5
Hamburg-Krakow,2026-04-05,1144,1716.0
Hamburg-Krakow,2026-04-06,2783,4174.5
Hamburg-Krakow,2026-04-07,1402,2103.0
Munich-Madrid,2026-04-01,1353,2029.5
Munich-Madrid,2026-04-02,2561,3841.5
Munich-Madrid,2026-04-03,2808,4212.0
Munich-Madrid,2026-04-04,2755,4132.5
Munich-Madrid,2026-04-05,2663,3994.5
Munich-Madrid,2026-04-06,364,546.0
Munich-Madrid,2026-04-07,3109,4663.5
Berlin-Zaragoza,2026-04-01,3055,4582.5
Berlin-Zaragoza,2026-04-02,1351,2026.5
Berlin-Zaragoza,2026-04-03,3225,4837.5
Berlin-Zaragoza,2026-04-04,2872,4308.0
Berlin-Zaragoza,2026-04-05,692,1038.0
Berlin-Zaragoza,2026-04-06,3052,4578.0
Berlin-Zaragoza,2026-04-07,152,228.0
Turin-Barcelona,2026-04-01,1532,2298.0
Turin-Barcelona,2026-04-02,3437,5155.5
Turin-Barcelona,2026-04-03,789,1183.5
Turin-Barcelona,2026-04-04,1865,2797.5
Turin-Barcelona,2026-04-05,1545,2317.5
Turin-Barcelona,2026-04-06,1840,2760.0
Turin-Barcelona,2026-04-07,3078,4617.0
Utrecht-Amsterdam,2026-04-01,692,1038.0
Utrecht-Amsterdam,2026-04-02,2108,3162.0
Utrecht-Amsterdam,2026-04-03,871,1306.5
Utrecht-Amsterdam,2026-04-04,638,957.0
Utrecht-Amsterdam,2026-04-05,2715,4072.5
Utrecht-Amsterdam,2026-04-06,2136,3204.0
Utrecht-Amsterdam,2026-04-07,1195,1792.5
Paris-Eindhoven,2026-04-01,114,171.0
Paris-Eindhoven,2026-04-02,1296,1944.0
Paris-Eindhoven,2026-04-03,1557,2335.5
Paris-Eindhoven,2026-04-04,947,1420.5
Paris-Eindhoven,2026-04-05,3572,5358.0
Paris-Eindhoven,2026-04-06,2509,3763.5
Paris-Eindhoven,2026-04-07,3224,4836.0
London-Utrecht,2026-04-01,971,1456.5
London-Utrecht,2026-04-02,2251,3376.5
London-Utrecht,2026-04-03,1132,1698.0
London-Utrecht,2026-04-04,621,931.5
London-Utrecht,2026-04-05,105,157.5
London-Utrecht,2026-04-06,192,288.0
London-Utrecht,2026-04-07,1661,2491.5
Seville-Berlin,2026-04-01,2775,4162.5
Seville-Berlin,2026-04-02,69,103.5
Seville-Berlin,2026-04-03,91,136.5
Seville-Berlin,2026-04-04,3129,4693.5
Seville-Berlin,2026-04-05,1639,2458.5
Seville-Berlin,2026-04-06,1550,2325.0
Seville-Berlin,2026-04-07,2298,3447.0
Frankfurt-Poznan,2026-04-01,744,1116.0
Frankfurt-Poznan,2026-04-02,253,379.5
Frankfurt-Poznan,2026-04-03,200,300.0
Frankfurt-Poznan,2026-04-04,3340,5010.0
Frankfurt-Poznan,2026-04-05,626,939.0
Frankfurt-Poznan,2026-04-06,600,900.0
Frankfurt-Poznan,2026-04-07,1430,2145.0
Seville-Bristol,2026-04-01,2693,4039.5
Seville-Bristol,2026-04-02,2881,4321.5
Seville-Bristol,2026-04-03,970,1455.0
Seville-Bristol,2026-04-04,171,256.5
Seville-Bristol,2026-04-05,2174,3261.0
Seville-Bristol,2026-04-06,602,903.0
Seville-Bristol,2026-04-07,600,900.0
Lyon-Manchester,2026-04-01,2534,3801.0
Lyon-Manchester,2026-04-02,619,928.5
Lyon-Manchester,2026-04-03,350,525.0
Lyon-Manchester,2026-04-04,255,382.5
Lyon-Manchester,2026-04-05,1031,1546.5
Lyon-Manchester,2026-04-06,1817,2725.5
Lyon-Manchester,2026-04-07,880,1320.0
Lodz-Madrid,2026-04-01,1332,1998.0
Lodz-Madrid,2026-04-02,69,103.5
Lodz-Madrid,2026-04-03,2338,3507.0
Lodz-Madrid,2026-04-04,1725,2587.5
Lodz-Madrid,2026-04-05,2215,3322.5
Lodz-Madrid,2026-04-06,1768,2652.0
Lodz-Madrid,2026-04-07,2055,3082.5
Genoa-Rome,2026-04-01,2602,3903.0
Genoa-Rome,2026-04-02,1645,2467.5
Genoa-Rome,2026-04-03,651,976.5
Genoa-Rome,2026-04-04,491,736.5
Genoa-Rome,2026-04-05,1899,2848.5
Genoa-Rome,2026-04-06,2081,3121.5
Genoa-Rome,2026-04-07,2442,3663.0
Lyon-Milan,2026-04-01,1406,2109.0
Lyon-Milan,2026-04-02,3247,4870.5
Lyon-Milan,2026-04-03,1417,2125.5
Lyon-Milan,2026-04-04,741,1111.5
Lyon-Milan,2026-04-05,2920,4380.0
Lyon-Milan,2026-04-06,3191,4786.5
Lyon-Milan,2026-04-07,3004,4506.0
Lyon-Marseille,2026-04-01,3415,5122.5
Lyon-Marseille,2026-04-02,1175,1762.5
Lyon-Marseille,2026-04-03,3059,4588.5
Lyon-Marseille,2026-04-04,1927,2890.5
Lyon-Marseille,2026-04-05,2590,3885.0
Lyon-Marseille,2026-04-06,2840,4260.0
Lyon-Marseille,2026-04-07,2379,3568.5
Valencia-Turin,2026-04-01,1139,1708.5
Valencia-Turin,2026-04-02,368,552.0
Valencia-Turin,2026-04-03,1454,2181.0
Valencia-Turin,2026-04-04,1822,2733.0
Valencia-Turin,2026-04-05,3515,5272.5
Valencia-Turin,2026-04-06,2532,3798.0
Valencia-Turin,2026-04-07,1353,2029.5
Naples-Barcelona,2026-04-01,2239,3358.5
Naples-Barcelona,2026-04-02,63,94.5
Naples-Barcelona,2026-04-03,1338,2007.0
Naples-Barcelona,2026-04-04,190,285.0
Naples-Barcelona,2026-04-05,2619,3928.5
Naples-Barcelona,2026-04-06,165,247.5
Naples-Barcelona,2026-04-07,1954,2931.0
Bristol-Manchester,2026-04-01,1729,2593.5
Bristol-Manchester,2026-04-02,2453,3679.5
Bristol-Manchester,2026-04-03,3175,4762.5
Bristol-Manchester,2026-04-04,1559,2338.5
Bristol-Manchester,2026-04-05,169,253.5
Bristol-Manchester,2026-04-06,2956,4434.0
Bristol-Manchester,2026-04-07,1729,2593.5
Utrecht-Berlin,2026-04-01,1583,2374.5
Utrecht-Berlin,2026-04-02,52,78.0
Utrecht-Berlin,2026-04-03,2429,3643.5
Utrecht-Berlin,2026-04-04,941,1411.5
Utrecht-Berlin,2026-04-05,3244,4866.0
Utrecht-Berlin,2026-04-06,2144,3216.0
Utrecht-Berlin,2026-04-07,3249,4873.5
Eindhoven-Amsterdam,2026-04-01,322,483.0
Eindhoven-Amsterdam,2026-04-02,2540,3810.0
Eindhoven-Amsterdam,2026-04-03,1760,2640.0
Eindhoven-Amsterdam,2026-04-04,551,826.5
Eindhoven-Amsterdam,2026-04-05,1560,2340.0
Eindhoven-Amsterdam,2026-04-06,630,945.0
Eindhoven-Amsterdam,2026-04-07,2272,3408.0
Eindhoven-Stuttgart,2026-04-01,341,511.5
Eindhoven-Stuttgart,2026-04-02,971,1456.5
Eindhoven-Stuttgart,2026-04-03,2008,3012.0
Eindhoven-Stuttgart,2026-04-04,3133,4699.5
Eindhoven-Stuttgart,2026-04-05,278,417.0
Eindhoven-Stuttgart,2026-04-06,2384,3576.0
Eindhoven-Stuttgart,2026-04-07,1920,2880.0
Barcelona-Milan,2026-04-01,921,1381.5
Barcelona-Milan,2026-04-02,644,966.0
Barcelona-Milan,2026-04-03,283,424.5
Barcelona-Milan,2026-04-04,2008,3012.0
Barcelona-Milan,2026-04-05,940,1410.0
Barcelona-Milan,2026-04-06,3412,5118.0
Barcelona-Milan,2026-04-07,2404,3606.0
Wroclaw-Rotterdam,2026-04-01,1681,2521.5
Wroclaw-Rotterdam,2026-04-02,334,501.0
Wroclaw-Rotterdam,2026-04-03,1009,1513.5
Wroclaw-Rotterdam,2026-04-04,3065,4597.5
Wroclaw-Rotterdam,2026-04-05,1081,1621.5
Wroclaw-Rotterdam,2026-04-06,3410,5115.0
Wroclaw-Rotterdam,2026-04-07,826,1239.0
Paris-Palermo,2026-04-01,1233,1849.5
Paris-Palermo,2026-04-02,212,318.0
Paris-Palermo,2026-04-03,2666,3999.0
Paris-Palermo,2026-04-04,535,802.5
Paris-Palermo,2026-04-05,3227,4840.5
Paris-Palermo,2026-04-06,2448,3672.0
Paris-Palermo,2026-04-07,2490,3735.0
Milan-Rome,2026-04-01,3380,5070.0
Milan-Rome,2026-04-02,1465,2197.5
Milan-Rome,2026-04-03,3304,4956.0
Milan-Rome,2026-04-04,269,403.5
Milan-Rome,2026-04-05,2198,3297.0
Milan-Rome,2026-04-06,1715,2572.5
Milan-Rome,2026-04-07,3360,5040.0
Rotterdam-Valencia,2026-04-01,611,916.5
Rotterdam-Valencia,2026-04-02,3271,4906.5
Rotterdam-Valencia,2026-04-03,464,696.0
Rotterdam-Valencia,2026-04-04,3030,4545.0
Rotterdam-Valencia,2026-04-05,68,102.0
Rotterdam-Valencia,2026-04-06,1732,2598.0
Rotterdam-Valencia,2026-04-07,1243,1864.5
Turin-Genoa,2026-04-01,1284,1926.0
Turin-Genoa,2026-04-02,3339,5008.5
Turin-Genoa,2026-04-03,2445,3667.5
Turin-Genoa,2026-04-04,2904,4356.0
Turin-Genoa,2026-04-05,932,1398.0
Turin-Genoa,2026-04-06,109,163.5
Turin-Genoa,2026-04-07,1795,2692.5
Toulouse-Zaragoza,2026-04-01,805,1207.5
Toulouse-Zaragoza,2026-04-02,521,781.5
Toulouse-Zaragoza,2026-04-03,2711,4066.5
Toulouse-Zaragoza,2026-04-04,2810,4215.0
Toulouse-Zaragoza,2026-04-05,2756,4134.0
Toulouse-Zaragoza,2026-04-06,904,1356.0
Toulouse-Zaragoza,2026-04-07,493,739.5
Poznan-Frankfurt,2026-04-01,2306,3459.0
Poznan-Frankfurt,2026-04-02,2592,3888.0
Poznan-Frankfurt,2026-04-03,3312,4968.0
Poznan-Frankfurt,2026-04-04,1637,2455.5
Poznan-Frankfurt,2026-04-05,1851,2776.5
Poznan-Frankfurt,2026-04-06,1461,2191.5
Poznan-Frankfurt,2026-04-07,1485,2227.5
Cologne-Amsterdam,2026-04-01,2780,4170.0
Cologne-Amsterdam,2026-04-02,1724,2586.0
Cologne-Amsterdam,2026-04-03,671,1006.5
Cologne-Amsterdam,2026-04-04,1634,2451.0
Cologne-Amsterdam,2026-04-05,2124,3186.0
Cologne-Amsterdam,2026-04-06,342,513.0
Cologne-Amsterdam,2026-04-07,1468,2202.0
Warsaw-Stuttgart,2026-04-01,2182,3273.0
Warsaw-Stuttgart,2026-04-02,595,892.5
Warsaw-Stuttgart,2026-04-03,256,384.0
Warsaw-Stuttgart,2026-04-04,1819,2728.5
Warsaw-Stuttgart,2026-04-05,1120,1680.0
Warsaw-Stuttgart,2026-04-06,372,558.0
Warsaw-Stuttgart,2026-04-07,1757,2635.5
Malaga-Eindhoven,2026-04-01,1543,2314.5
Malaga-Eindhoven,2026-04-02,1907,2860.5
Malaga-Eindhoven,2026-04-03,403,604.5
Malaga-Eindhoven,2026-04-04,1208,1812.0
Malaga-Eindhoven,2026-04-05,2938,4407.0
Malaga-Eindhoven,2026-04-06,1239,1858.5
Malaga-Eindhoven,2026-04-07,827,1240.5
Rotterdam-Malaga,2026-04-01,1978,2967.0
Rotterdam-Malaga,2026-04-02,2475,3712.5
Rotterdam-Malaga,2026-04-03,1996,2994.0
Rotterdam-Malaga,2026-04-04,694,1041.0
Rotterdam-Malaga,2026-04-05,2443,3664.5
Rotterdam-Malaga,2026-04-06,1821,2731.5
Rotterdam-Malaga,2026-04-07,777,1165.5
Munich-Berlin,2026-04-01,890,1335.0
Munich-Berlin,2026-04-02,2113,3169.5
Munich-Berlin,2026-04-03,2217,3325.5
Munich-Berlin,2026-04-04,587,880.5
Munich-Berlin,2026-04-05,2345,3517.5
Munich-Berlin,2026-04-06,2118,3177.0
Munich-Berlin,2026-04-07,2429,3643.5
Warsaw-Marseille,2026-04-01,3472,5208.0
Warsaw-Marseille,2026-04-02,2732,4098.0
Warsaw-Marseille,2026-04-03,692,1038.0
Warsaw-Marseille,2026-04-04,2651,3976.5
Warsaw-Marseille,2026-04-05,1277,1915.5
Warsaw-Marseille,2026-04-06,2428,3642.0
Warsaw-Marseille,2026-04-07,976,1464.0
Marseille-Rotterdam,2026-04-01,1567,2350.5
Marseille-Rotterdam,2026-04-02,2724,4086.0
Marseille-Rotterdam,2026-04-03,2479,3718.5
Marseille-Rotterdam,2026-04-04,2723,4084.5
Marseille-Rotterdam,2026-04-05,1869,2803.5
Marseille-Rotterdam,2026-04-06,2311,3466.5
Marseille-Rotterdam,2026-04-07,3355,5032.5
Eindhoven-Nice,2026-04-01,283,424.5
Eindhoven-Nice,2026-04-02,3110,4665.0
Eindhoven-Nice,2026-04-03,109,163.5
Eindhoven-Nice,2026-04-04,3089,4633.5
Eindhoven-Nice,2026-04-05,2880,4320.0
Eindhoven-Nice,2026-04-06,2427,3640.5
Eindhoven-Nice,2026-04-07,162,243.0
Rotterdam-Turin,2026-04-01,243,364.5
Rotterdam-Turin,2026-04-02,1685,2527.5
Rotterdam-Turin,2026-04-03,2791,4186.5
Rotterdam-Turin,2026-04-04,2487,3730.5
Rotterdam-Turin,2026-04-05,1389,2083.5
Rotterdam-Turin,2026-04-06,2675,4012.5
Rotterdam-Turin,2026-04-07,2745,4117.5
Eindhoven-Barcelona,2026-04-01,2227,3340.5
Eindhoven-Barcelona,2026-04-02,2419,3628.5
Eindhoven-Barcelona,2026-04-03,610,915.0
Eindhoven-Barcelona,2026-04-04,1501,2251.5
Eindhoven-Barcelona,2026-04-05,207,310.5
Eindhoven-Barcelona,2026-04-06,2565,3847.5
Eindhoven-Barcelona,2026-04-07,516,774.0
Nantes-Cologne,2026-04-01,338,507.0
Nantes-Cologne,2026-04-02,718,1077.0
Nantes-Cologne,2026-04-03,3414,5121.0
Nantes-Cologne,2026-04-04,3351,5026.5
Nantes-Cologne,2026-04-05,1607,2410.5
Nantes-Cologne,2026-04-06,1076,1614.0
Nantes-Cologne,2026-04-07,2478,3717.0
Poznan-Munich,2026-04-01,2210,3315.0
Poznan-Munich,2026-04-02,2169,3253.5
Poznan-Munich,2026-04-03,3492,5238.0
Poznan-Munich,2026-04-04,1424,2136.0
Poznan-Munich,2026-04-05,3235,4852.5
Poznan-Munich,2026-04-06,2199,3298.5
Poznan-Munich,2026-04-07,1954,2931.0
Rome-Lyon,2026-04-01,3448,5172.0
Rome-Lyon,2026-04-02,1521,2281.5
Rome-Lyon,2026-04-03,1620,2430.0
Rome-Lyon,2026-04-04,2436,3654.0
Rome-Lyon,2026-04-05,1605,2407.5
Rome-Lyon,2026-04-06,1571,2356.5
Rome-Lyon,2026-04-07,304,456.0
Lyon-Amsterdam,2026-04-01,162,243.0
Lyon-Amsterdam,2026-04-02,837,1255.5
Lyon-Amsterdam,2026-04-03,802,1203.0
Lyon-Amsterdam,2026-04-04,2343,3514.5
Lyon-Amsterdam,2026-04-05,994,1491.0
Lyon-Amsterdam,2026-04-06,2325,3487.5
Lyon-Amsterdam,2026-04-07,1105,1657.5
Berlin-Hamburg,2026-04-01,2555,3832.5
Berlin-Hamburg,2026-04-02,1981,2971.5
Berlin-Hamburg,2026-04-03,686,1029.0
Berlin-Hamburg,2026-04-04,3274,4911.0
Berlin-Hamburg,2026-04-05,2732,4098.0
Berlin-Hamburg,2026-04-06,3307,4960.5
Berlin-Hamburg,2026-04-07,3141,4711.5
Berlin-Birmingham,2026-04-01,1013,1519.5
Berlin-Birmingham,2026-04-02,770,1155.0
Berlin-Birmingham,2026-04-03,2162,3243.0
Berlin-Birmingham,2026-04-04,1111,1666.5
Berlin-Birmingham,2026-04-05,402,603.0
Berlin-Birmingham,2026-04-06,416,624.0
Berlin-Birmingham,2026-04-07,2624,3936.0
Barcelona-Poznan,2026-04-01,3269,4903.5
Barcelona-Poznan,2026-04-02,1743,2614.5
Barcelona-Poznan,2026-04-03,302,453.0
Barcelona-Poznan,2026-04-04,425,637.5
Barcelona-Poznan,2026-04-05,2292,3438.0
Barcelona-Poznan,2026-04-06,2998,4497.0
Barcelona-Poznan,2026-04-07,949,1423.5
Cologne-Berlin,2026-04-01,1685,2527.5
Cologne-Berlin,2026-04-02,1315,1972.5
Cologne-Berlin,2026-04-03,97,145.5
Cologne-Berlin,2026-04-04,2327,3490.5
Cologne-Berlin,2026-04-05,1266,1899.0
Cologne-Berlin,2026-04-06,3416,5124.0
Cologne-Berlin,2026-04-07,1116,1674.0
Liverpool-Zaragoza,2026-04-01,669,1003.5
Liverpool-Zaragoza,2026-04-02,1016,1524.0
Liverpool-Zaragoza,2026-04-03,1443,2164.5
Liverpool-Zaragoza,2026-04-04,507,760.5
Liverpool-Zaragoza,2026-04-05,3065,4597.5
Liverpool-Zaragoza,2026-04-06,630,945.0
Liverpool-Zaragoza,2026-04-07,180,270.0
Stuttgart-Poznan,2026-04-01,2988,4482.0
Stuttgart-Poznan,2026-04-02,1354,2031.0
Stuttgart-Poznan,2026-04-03,1846,2769.0
Stuttgart-Poznan,2026-04-04,2282,3423.0
Stuttgart-Poznan,2026-04-05,2754,4131.0
Stuttgart-Poznan,2026-04-06,1939,2908.5
Stuttgart-Poznan,2026-04-07,2227,3340.5
Frankfurt-Palermo,2026-04-01,965,1447.5
Frankfurt-Palermo,2026-04-02,1166,1749.0
Frankfurt-Palermo,2026-04-03,2579,3868.5
Frankfurt-Palermo,2026-04-04,608,912.0
Frankfurt-Palermo,2026-04-05,1582,2373.0
Frankfurt-Palermo,2026-04-06,177,265.5
Frankfurt-Palermo,2026-04-07,714,1071.0
Rome-Liverpool,2026-04-01,3275,4912.5
Rome-Liverpool,2026-04-02,505,757.5
Rome-Liverpool,2026-04-03,465,697.5
Rome-Liverpool,2026-04-04,3073,4609.5
Rome-Liverpool,2026-04-05,2692,4038.0
Rome-Liverpool,2026-04-06,1362,2043.0
Rome-Liverpool,2026-04-07,3209,4813.5
Glasgow-Berlin,2026-04-01,528,792.0
Glasgow-Berlin,2026-04-02,1059,1588.5
Glasgow-Berlin,2026-04-03,1679,2518.5
Glasgow-Berlin,2026-04-04,1095,1642.5
Glasgow-Berlin,2026-04-05,3246,4869.0
Glasgow-Berlin,2026-04-06,3421,5131.5
Glasgow-Berlin,2026-04-07,2730,4095.0
Malaga-Hamburg,2026-04-01,563,844.5
Malaga-Hamburg,2026-04-02,746,1119.0
Malaga-Hamburg,2026-04-03,586,879.0
Malaga-Hamburg,2026-04-04,2512,3768.0
Malaga-Hamburg,2026-04-05,3238,4857.0
Malaga-Hamburg,2026-04-06,787,1180.5
Malaga-Hamburg,2026-04-07,1802,2703.0
Warsaw-Poznan,2026-04-01,2656,3984.0
Warsaw-Poznan,2026-04-02,995,1492.5
Warsaw-Poznan,2026-04-03,3358,5037.0
Warsaw-Poznan,2026-04-04,158,237.0
Warsaw-Poznan,2026-04-05,1272,1908.0
Warsaw-Poznan,2026-04-06,1397,2095.5
Warsaw-Poznan,2026-04-07,1475,2212.5
Warsaw-Toulouse,2026-04-01,2177,3265.5
Warsaw-Toulouse,2026-04-02,99,148.5
Warsaw-Toulouse,2026-04-03,515,772.5
Warsaw-Toulouse,2026-04-04,2582,3873.0
Warsaw-Toulouse,2026-04-05,2510,3765.0
Warsaw-Toulouse,2026-04-06,3404,5106.0
Warsaw-Toulouse,2026-04-07,226,339.0
Manchester-The Hague,2026-04-01,3293,4939.5
Manchester-The Hague,2026-04-02,2771,4156.5
Manchester-The Hague,2026-04-03,2046,3069.0
Manchester-The Hague,2026-04-04,219,328.5
Manchester-The Hague,2026-04-05,3156,4734.0
Manchester-The Hague,2026-04-06,1526,2289.0
Manchester-The Hague,2026-04-07,1480,2220.0
Cologne-Paris,2026-04-01,1172,1758.0
Cologne-Paris,2026-04-02,2063,3094.5
Cologne-Paris,2026-04-03,2340,3510.0
Cologne-Paris,2026-04-04,1204,1806.0
Cologne-Paris,2026-04-05,2316,3474.0
Cologne-Paris,2026-04-06,2948,4422.0
Cologne-Paris,2026-04-07,450,675.0
Seville-Wroclaw,2026-04-01,340,510.0
Seville-Wroclaw,2026-04-02,1257,1885.5
Seville-Wroclaw,2026-04-03,2479,3718.5
Seville-Wroclaw,2026-04-04,2630,3945.0
Seville-Wroclaw,2026-04-05,728,1092.0
Seville-Wroclaw,2026-04-06,1360,2040.0
Seville-Wroclaw,2026-04-07,2887,4330.5
Munich-Utrecht,2026-04-01,1654,2481.0
Munich-Utrecht,2026-04-02,3054,4581.0
Munich-Utrecht,2026-04-03,2335,3502.5
Munich-Utrecht,2026-04-04,76,114.0
Munich-Utrecht,2026-04-05,1678,2517.0
Munich-Utrecht,2026-04-06,3365,5047.5
Munich-Utrecht,2026-04-07,3305,4957.5
Palermo-Malaga,2026-04-01,1531,2296.5
Palermo-Malaga,2026-04-02,2531,3796.5
Palermo-Malaga,2026-04-03,1045,1567.5
Palermo-Malaga,2026-04-04,621,931.5
Palermo-Malaga,2026-04-05,2017,3025.5
Palermo-Malaga,2026-04-06,159,238.5
Palermo-Malaga,2026-04-07,2418,3627.0
Naples-Milan,2026-04-01,1665,2497.5
Naples-Milan,2026-04-02,1068,1602.0
Naples-Milan,2026-04-03,3431,5146.5
Naples-Milan,2026-04-04,2744,4116.0
Naples-Milan,2026-04-05,1044,1566.0
Naples-Milan,2026-04-06,2336,3504.0
Naples-Milan,2026-04-07,1759,2638.5
Turin-Utrecht,2026-04-01,2947,4420.5
Turin-Utrecht,2026-04-02,381,571.5
Turin-Utrecht,2026-04-03,3356,5034.0
Turin-Utrecht,2026-04-04,3278,4917.0
Turin-Utrecht,2026-04-05,351,526.5
Turin-Utrecht,2026-04-06,3265,4897.5
Turin-Utrecht,2026-04-07,1673,2509.5
Krakow-Palermo,2026-04-01,2586,3879.0
Krakow-Palermo,2026-04-02,3385,5077.5
Krakow-Palermo,2026-04-03,1143,1714.5
Krakow-Palermo,2026-04-04,1369,2053.5
Krakow-Palermo,2026-04-05,3195,4792.5
Krakow-Palermo,2026-04-06,937,1405.5
Krakow-Palermo,2026-04-07,1819,2728.5
Milan-Berlin,2026-04-01,2419,3628.5
Milan-Berlin,2026-04-02,3403,5104.5
Milan-Berlin,2026-04-03,1229,1843.5
Milan-Berlin,2026-04-04,1088,1632.0
Milan-Berlin,2026-04-05,2108,3162.0
Milan-Berlin,2026-04-06,67,100.5
Milan-Berlin,2026-04-07,3375,5062.5
Rotterdam-Lyon,2026-04-01,497,745.5
Rotterdam-Lyon,2026-04-02,626,939.0
Rotterdam-Lyon,2026-04-03,960,1440.0
Rotterdam-Lyon,2026-04-04,369,553.5
Rotterdam-Lyon,2026-04-05,525,787.5
Rotterdam-Lyon,2026-04-06,996,1494.0
Rotterdam-Lyon,2026-04-07,375,562.5
Berlin-Milan,2026-04-01,68,102.0
Berlin-Milan,2026-04-02,2841,4261.5
Berlin-Milan,2026-04-03,1986,2979.0
Berlin-Milan,2026-04-04,3114,4671.0
Berlin-Milan,2026-04-05,2916,4374.0
Berlin-Milan,2026-04-06,1005,1507.5
Berlin-Milan,2026-04-07,2184,3276.0
Zaragoza-Stuttgart,2026-04-01,2061,3091.5
Zaragoza-Stuttgart,2026-04-02,2402,3603.0
Zaragoza-Stuttgart,2026-04-03,1560,2340.0
Zaragoza-Stuttgart,2026-04-04,538,807.0
Zaragoza-Stuttgart,2026-04-05,2826,4239.0
Zaragoza-Stuttgart,2026-04-06,2566,3849.0
Zaragoza-Stuttgart,2026-04-07,1970,2955.0
Milan-Toulouse,2026-04-01,893,1339.5
Milan-Toulouse,2026-04-02,2810,4215.0
Milan-Toulouse,2026-04-03,527,790.5
Milan-Toulouse,2026-04-04,1708,2562.0
Milan-Toulouse,2026-04-05,2868,4302.0
Milan-Toulouse,2026-04-06,1686,2529.0
Milan-Toulouse,2026-04-07,2814,4221.0
Zaragoza-Warsaw,2026-04-01,3061,4591.5
Zaragoza-Warsaw,2026-04-02,1359,2038.5
Zaragoza-Warsaw,2026-04-03,1541,2311.5
Zaragoza-Warsaw,2026-04-04,2496,3744.0
Zaragoza-Warsaw,2026-04-05,1551,2326.5
Zaragoza-Warsaw,2026-04-06,667,1000.5
Zaragoza-Warsaw,2026-04-07,2370,3555.0
Bristol-Stuttgart,2026-04-01,1991,2986.5
Bristol-Stuttgart,2026-04-02,531,796.5
Bristol-Stuttgart,2026-04-03,2654,3981.0
Bristol-Stuttgart,2026-04-04,1071,1606.5
Bristol-Stuttgart,2026-04-05,850,1275.0
Bristol-Stuttgart,2026-04-06,537,805.5
Bristol-Stuttgart,2026-04-07,650,975.0
Krakow-Toulouse,2026-04-01,1361,2041.5
Krakow-Toulouse,2026-04-02,1436,2154.0
Krakow-Toulouse,2026-04-03,1658,2487.0
Krakow-Toulouse,2026-04-04,2353,3529.5
Krakow-Toulouse,2026-04-05,508,762.0
Krakow-Toulouse,2026-04-06,1648,2472.0
Krakow-Toulouse,2026-04-07,1560,2340.0
The Hague-Eindhoven,2026-04-01,252,378.0
The Hague-Eindhoven,2026-04-02,1682,2523.0
The Hague-Eindhoven,2026-04-03,1564,2346.0
The Hague-Eindhoven,2026-04-04,1162,1743.0
The Hague-Eindhoven,2026-04-05,973,1459.5
The Hague-Eindhoven,2026-04-06,57,85.5
The Hague-Eindhoven,2026-04-07,2911,4366.5
Palermo-Berlin,2026-04-01,3202,4803.0
Palermo-Berlin,2026-04-02,2651,3976.5
Palermo-Berlin,2026-04-03,2166,3249.0
Palermo-Berlin,2026-04-04,1819,2728.5
Palermo-Berlin,2026-04-05,1780,2670.0
Palermo-Berlin,2026-04-06,3593,5389.5
Palermo-Berlin,2026-04-07,2574,3861.0
Poznan-Zaragoza,2026-04-01,1255,1882.5
Poznan-Zaragoza,2026-04-02,2268,3402.0
Poznan-Zaragoza,2026-04-03,1514,2271.0
Poznan-Zaragoza,2026-04-04,53,79.5
Poznan-Zaragoza,2026-04-05,1047,1570.5
Poznan-Zaragoza,2026-04-06,3469,5203.5
Poznan-Zaragoza,2026-04-07,955,1432.5
Munich-Bristol,2026-04-01,966,1449.0
Munich-Bristol,2026-04-02,1678,2517.0
Munich-Bristol,2026-04-03,1368,2052.0
Munich-Bristol,2026-04-04,68,102.0
Munich-Bristol,2026-04-05,1133,1699.5
Munich-Bristol,2026-04-06,2916,4374.0
Munich-Bristol,2026-04-07,1378,2067.0
Cologne-Nantes,2026-04-01,290,435.0
Cologne-Nantes,2026-04-02,1848,2772.0
